order,tag,text,startTime,duration,endTime,anchorSource
335,339_night_voyage,The rest belongs to the nights they will face without you.,1041.56,6.01,1047.57,whisper
336,340_fifty_eight,You are fifty-eight.,1047.57,4.08,1051.65,whisper
337,341_aging_temples,Your hair has gone pale at the edges.,1051.65,2.72,1054.37,whisper
338,342_steady_grip,Your hands are steady now,1054.37,2.05,1056.42,whisper
339,343_shaking_scout,the same hands that could not hold still over your first real guarding post.,1056.42,4.58,1061,whisper
340,344_marked_palms,They are also marked with everything the years put into them.,1061,3.19,1064.19,whisper
341,345_palm_scar,The white line across your left palm from a night in the limestone hills.,1064.19,4.36,1068.55,whisper
342,346_shortened_finger,The shortened finger on your right hand from something you do not describe in detail.,1068.55,4.59,1073.14,whisper
343,347_thickened_knuckles,The thickened knuckles from four decades of gripping things hard in the cold.,1073.14,4.6,1077.74,whisper
344,348_distant_bands,Other bands know your name.,1077.74,1.97,1079.71,whisper
345,349_stoic_presence,Not the way a man is known for a single event.,1079.71,3.28,1082.99,whisper
346,350_mountain_ridge,The way a specific ridge is known,1082.99,2.59,1085.58,whisper
347,351_river_crossing,or a reliable river crossing.,1085.58,2.78,1088.36,whisper
348,352_orient_landmark,A feature of the world that people orient by.,1088.36,3.79,1092.15,whisper
349,353_gathering_bands,When the bands gather and the talk turns to the night,1092.15,3.02,1095.17,whisper
350,354_dark_beast,to what lives in it,1095.17,1.44,1096.61,whisper
351,355_reading_tracks,to how to read an animal that is following you against one that only crossed your path,1096.61,4.45,1101.06,whisper
352,356_respectful_glance,people look toward where you are sitting.,1101.06,2.43,1103.49,whisper
353,357_sitting_quietly,Not because you stand and announce anything.,1103.49,2.89,1106.38,whisper
354,358_knowledge_face,Because over enough years your name has attached to a kind of knowledge people understand is not easily replaced.,1106.38,6.905,1113.285,whisper
355,359_listening_hunters,Young hunters from other bands sit near your fire and listen.,1113.285,3.795,1117.08,whisper
356,360_scout_wisdom,You know what they see.,1117.08,1.45,1118.53,whisper
357,361_daret_observation,The same thing you saw when you first looked at Daret.,1118.53,2.78,1121.31,whisper
358,362_survival_proof,Proof that surviving a long time is possible.,1121.31,3.14,1124.45,whisper
359,363_facing_night,An answer to the question of whether you can face the night across a whole life without it eventually winning.,1124.45,6.31,1130.76,whisper
360,364_the_full_cost,You tell them the full cost,1130.76,2.11,1132.87,whisper
361,365_recurrent_storytelling,same as you always do.,1132.87,1.51,1134.38,whisper
362,366_missing_calm,You tell them the calm they see was not always there.,1134.38,3.05,1137.43,whisper
363,367_dropped_torch,You tell them about the dropped torch,1137.43,2.27,1139.7,whisper
364,368_forest_terror,the three seconds in the forest,1139.7,1.93,1141.63,whisper
365,369_unreached_child,the child you could not reach in time.,1141.63,2.47,1144.1,whisper
366,370_dark_mercy,You tell them about the nights you got it right only because something in the dark chose to let you.,1144.1,6.8,1150.9,whisper
367,371_listening_scouts,Most of them hear the strength.,1150.9,2.79,1153.69,whisper
368,372_wide_eyed_fear,Fear as a tool.,1153.69,2.53,1156.22,whisper
369,373_slow_blade_draw,Slow as a weapon.,1156.22,1.71,1157.93,whisper
370,374_scout_instinct,The body ahead of the mind.,1157.93,1.51,1159.44,whisper
371,375_group_incomprehension,They do not take in the losses the same way.,1159.44,3.05,1162.49,whisper
372,376_observing_the_unready,They are not ready for them yet.,1162.49,2.43,1164.92,whisper
373,377_main_character_memory,You know this because you were not ready either,1164.92,2.95,1167.87,whisper
374,378_flashback_fire,sitting at someone else’s fire at their age,1167.87,2.94,1170.81,whisper
375,379_partial_understanding,being told the whole truth and only catching part of it.,1170.81,3.92,1174.73,whisper
376,380_scarred_hands_experience,The knowledge that comes from actual experience cannot be handed over by talking.,1174.73,5.57,1180.3,whisper
377,381_growth_lesson,It has to grow inside the living of it.,1180.3,2.51,1182.81,whisper
378,382_honesty_transfer,All you can do is be honest and let them take what they are able to carry right now.,1182.81,8,1190.81,whisper
379,383_sixty_four,You are sixty-four.,1190.81,2.96,1193.77,whisper
380,384_night_scouts,The night runs belong to someone else now.,1193.77,2.54,1196.31,whisper
381,385_lost_precision,Your legs still work but your eyes have lost the edge-of-darkness precision that forward scouting demands.,1196.31,6.15,1202.46,whisper
382,386_quiet_knowing,You know this without needing anyone to tell you.,1202.46,3.05,1205.51,whisper
383,387_handing_spear,Three winters ago you stepped back from active perimeter work and gave it fully to Fen’s people,1205.51,5.89,1211.4,whisper
384,388_fen_teaching,who have by now become the ones teaching the people after them.,1211.4,3.57,1214.97,whisper
385,389_unnamed_role,What you do now is harder to put a name to.,1214.97,3.6,1218.57,whisper
386,390_center_fire,You sit at the center fire on long winter nights when the band is settled deep in the valley and the cold has pulled everything close.,1218.57,7.56,1226.13,whisper
387,391_children_gathering,Children gather near you.,1226.13,2.3,1228.43,whisper
388,392_young_hunters_fire,Young hunters too new for real posts sit at the outer edge of your fire ring and listen to what you say in the dark hours.,1228.43,7.08,1235.51,whisper
389,393_intense_speaker,You are not telling stories to fill time.,1235.51,2.57,1238.08,whisper
390,394_passing_knowledge,You are passing something.,1238.08,2.16,1240.24,whisper
391,395_darets_hand,You describe what Daret’s hand felt like on your shoulder and what it meant.,1240.24,4.94,1245.18,whisper
392,396_forest_yaro,You describe the three seconds in the forest with Yaro when something in the dark made a choice.,1245.18,5.88,1251.06,whisper
393,397_failed_rescue,You describe the child you could not save and what you did in the weeks after,1251.06,4.82,1255.88,whisper
394,398_carrying_on,and why you did not let that weight take the work from you.,1255.88,3.38,1259.26,whisper
395,399_fens_realization,You describe the look on Fen’s face the first time slowing his feet made a difference he could feel in his whole body.,1259.26,7.49,1266.75,whisper
396,400_endless_dark,You tell them the dark cannot be finished.,1266.75,2.87,1269.62,whisper
397,401_nightfall_encroaching,It comes back every night,1269.62,1.84,1271.46,whisper
398,402_cyclical_darkness,the same as it always has,1271.46,2.1,1273.56,whisper
399,403_vigilant_embers,and it expects the same quality of attention on the thousandth night as it did on the first.,1273.56,5.9,1279.46,whisper
400,404_the_fire_line,You tell them the fire is the line and they are the ones responsible for keeping it fed.,1279.46,5.69,1285.15,whisper
401,405_ancient_hearth,You sit in the warmth of a hearth your family has tended across more seasons than you,1285.15,5.33,1290.48,whisper
402,406_listening_darkness,can count and you listen to the night the way you have listened to it for fifty years.,1290.48,3.81,1294.29,whisper
403,407_shadow_movement,You still catch the interruptions.,1294.29,2.13,1296.42,whisper
404,408_shifting_air,You still feel when the air outside the camp shifts in a certain way.,1296.42,4.15,1300.57,whisper
405,409_wise_gaze,The knowledge has not left you.,1300.57,3.11,1303.68,whisper
406,410_internal_instinct,It lives in a different place now,1303.68,2.1,1305.78,whisper
407,411_scout_transition,the place a thing moves to when it stops being something you do and becomes something you simply are.,1305.78,6.37,1312.15,whisper
408,412_youngest_scout,Fen’s youngest scout,1312.15,1.12,1313.27,whisper
409,413_fifteen_girl,a girl of fifteen,1313.27,1,1314.27,whisper
410,414_past_firelight,sits just past your firelight on a clear cold night,1314.27,4.48,1318.75,whisper
411,415_watching_treeline,watching the tree line.,1318.75,1.58,1320.33,whisper
412,416_straight_posture,Back straight but not locked.,1320.33,2.78,1323.11,whisper
413,417_balanced_weight,Weight even.,1323.11,1.59,1324.7,whisper
414,418_eyes_sweep,Eyes moving in a slow sweep rather than fixed on one point.,1324.7,4.55,1329.25,whisper
415,419_spear_hand,One hand loose on her spear shaft.,1329.25,2.65,1331.9,whisper
416,420_silent_watch,You watch her for a long time without making a sound.,1331.9,3.67,1335.57,whisper
417,421_hidden_observer_perspective,She does not know you are watching.,1335.57,2.2,1337.77,whisper
418,422_focused_work_detail,She is entirely in her work.,1337.77,2.53,1340.3,whisper
419,423_teaching_through_motion,She is doing the thing that cannot be scratched into bone or pressed into clay or passed through any medium other than one watching body alongside another watching body,1340.3,10.8,1351.1,whisper
420,424_generations_of_repetition,repeated across more generations than anyone alive can count.,1351.1,4.14,1355.24,whisper
421,425_passing_the_torch,She will teach the one after her.,1355.24,2.74,1357.98,whisper
422,426_next_generation_teaching,That one will teach the next.,1357.98,2.49,1360.47,whisper
423,427_knowledge_in_motion,The knowledge traveling the only way it has ever traveled,1360.47,3.72,1364.19,whisper
424,428_through_the_living,through the living,1364.19,0.765,1364.955,whisper
425,429_night_after_night,night after night,1364.955,1.535,1366.49,whisper
426,430_edge_of_light_and_dark,along the line where firelight ends and the dark begins.,1366.49,4.27,1370.76,whisper
427,431_child_huddling_mother,Somewhere right now a child is pressed against their mother’s side.,1370.76,4.33,1375.09,whisper
428,432_cave_entrance_vigil,There is a sound from outside.,1375.09,2.21,1377.3,whisper
429,433_child_eyes_firelight,The child has no word for what they feel.,1377.3,2.79,1380.09,whisper
430,434_tight_chest_anxiety,The tightness in the chest.,1380.09,1.97,1382.06,whisper
431,435_focused_attention_void,"The sudden, total attention.",1382.06,2.2,1384.26,whisper
432,436_solemn_child_profile,"The understanding, arriving without explanation",1384.26,3.25,1387.51,whisper
433,437_glowing_eyes_shadows,that the space past the firelight is not empty.,1387.51,3.19,1390.7,whisper
434,438_child_standing_resolve,That child will learn.,1390.7,1.85,1392.55,whisper
435,439_child_ear_listening,They will learn what the sounds mean.,1392.55,2.63,1395.18,whisper
436,440_slow_silent_tread,They will learn to slow their feet.,1395.18,2.52,1397.7,whisper
437,441_scout_cold_post,One day they will sit a cold post with their back to the fire and their face toward the dark.,1397.7,5.86,1403.56,whisper
438,442_scout_torch_wind,They will carry a torch in both hands and guard it with their body against the wind.,1403.56,5.2,1408.76,whisper
439,443_scout_cliff_edge,They will spend a whole life finding out what the night holds.,1408.76,3.81,1412.57,whisper
440,444_scout_past_watch,They always have.,1412.57,1.67,1414.24,whisper
441,445_scout_future_watch,They always will.,1414.24,1.66,1415.9,whisper
442,446_dark_landscape,The dark does not change.,1415.9,1.22,1417.12,whisper
443,447_scout_facing_dark,Only the ones who learn to face it.,1417.12,4.17,1421.29,whisper
