# FA FIDELITY REFERENCE — NOT a production behavioral target.
# Source: measure-forced-alignment-hf.py (transformers Wav2Vec2ForCTC, jonatasgrosman/wav2vec2-large-xlsr-53-english), run with pad-sec=3.0 and neighbour-midpoint windowing (align_segment's floor_bound/ceil_bound clamp) — this is MEASUREMENT convention, chosen to keep one segment's alignment window from bleeding into a neighbour's real speech during this measurement pass.
# R.4 (sync-pipeline-v2-plan.md) specifies PAD_BASE 0.75s for production. The audit that led to R.4 traced the midpoint-clamp windowing strategy used here to five documented failures on gapless corpora (docs/history.md) — this baseline's windowing is NOT what production should do.
# Therefore: this is a FIDELITY reference for the Rust jonatasgrosman/ONNX/Viterbi port to reproduce this model's own achievable output on this input, NOT a behavioral target for what Apply Sync should commit. Do not wire this baseline's numbers into a production-timing comparison.
# R-Q REGENERATION (docs/work-in-progress.md, this session): this fixture previously used torchaudio's MMS_FA bundle (CC-BY-NC-4.0, barred from shipping by Decision 3). It has been regenerated here against jonatasgrosman/wav2vec2-large-xlsr-53-english (Apache-2.0) — the actual model family production ships — resolving R-Q's stated obligation. The prior MMS-FA capture's own numbers are superseded; retrieve them from git history if a historical comparison is ever needed.
# This baseline captures the FIRST run of this HF-harness/jonatasgrosman pairing against these three projects' committed segments — there is nothing to diff it against yet; this run establishes the reference.
# Production ships jonatasgrosman/wav2vec2-large-xlsr-53-{en,es,fr,de,pt}, with per-language CTC vocabs of 33 (en) / 41 (es) / 59 (fr) / 38 (de) / 46 (pt) symbols.
# This fixture IS now a valid reference for text normalization and vocab coverage too (unlike its MMS-FA predecessor), since it uses the real shipping model's own alphabet — though it still measures via transformers/torchaudio's forced_align, not this repo's own Rust Viterbi port; the Rust port's own fidelity is independently verified by fa-onnx-emission-*.json/fa-e2e-alignment-*.json (zero-tolerance parity, Slices D2/D4), which this fixture does not replace or duplicate.
seg,text,startSec,endSec,score
71,already,287.217,287.598,0.9959
71,in,287.718,287.778,0.998
71,physiological,287.898,288.559,0.999
71,decline,288.619,289.12,1.0
72,before,289.501,289.842,1.0
72,any,289.983,290.124,1.0
72,contact,290.184,290.667,1.0
72,occurred.,290.747,291.149,1.0
73,After,291.631,291.812,0.9999
73,seventeen,291.872,292.274,1.0
73,years,292.314,292.536,0.9999
73,of,292.576,292.616,0.9999
73,"that,",292.656,292.877,0.9999
73,the,293.138,293.219,0.9985
73,battlefield,293.279,293.922,0.9999
73,substrate,294.364,294.887,0.9724
73,changed.,294.907,295.369,0.9992
74,The,295.752,295.832,0.9999
74,soil,295.893,296.095,1.0
74,churned.,296.175,296.498,0.9028
75,Contaminated,296.921,297.663,0.9999
75,zones,297.804,298.326,0.9995
75,developed,298.607,299.068,0.9999
75,biological,299.169,299.771,0.9997
75,properties,299.831,300.293,0.9658
75,that,300.353,300.473,0.9992
75,had,300.533,300.674,0.9979
75,no,300.875,300.995,0.9995
75,business,301.156,301.557,0.9999
75,being,301.657,301.898,1.0
75,there.,301.938,302.139,0.9997
76,In,302.602,302.662,0.9975
76,the,302.702,302.783,0.9859
76,worst,302.823,303.105,0.8998
76,sectors,303.266,303.71,0.9995
76,the,303.75,303.831,0.9952
76,distinction,303.871,304.355,0.9999
76,between,304.435,304.697,0.9994
76,a,304.737,304.758,0.9916
76,minefield,304.798,305.08,0.0033
77,and,305.521,305.602,0.9994
77,clear,305.682,306.003,0.9998
77,ground,306.143,306.485,0.9998
77,stopped,306.625,306.926,0.9994
77,mattering,306.986,307.407,0.9885
77,operationally,307.528,308.19,0.9989
77,because,308.571,308.832,0.9554
77,the,308.872,308.932,0.9921
77,outcomes,309.053,309.454,0.9779
77,were,309.494,309.615,0.9994
77,roughly,309.675,309.976,0.9522
77,comparable,310.036,310.437,0.9875
77,either,310.578,310.778,0.9949
77,way.,310.818,310.959,0.9998
78,Fourteen,311.501,311.942,1.0
78,million,312.022,312.343,0.9695
78,Krieg,312.463,312.864,0.026
78,Guardsmen,313.045,313.626,0.9148
78,died,313.727,314.028,1.0
78,at,314.088,314.148,0.9998
78,Vraks.,314.208,314.629,0.0927
79,The,315.071,315.151,0.9996
79,environment,315.211,315.733,1.0
79,wasn’t,315.813,316.114,0.9999
79,incidental,316.195,316.716,1.0
79,to,316.797,316.897,0.9999
79,that,316.937,317.118,0.9868
79,number.,317.198,317.459,0.9507
80,It,318.042,318.082,0.9997
80,was,318.142,318.243,0.997
80,built,318.364,318.626,0.9356
80,into,318.968,319.189,0.9718
80,the,319.229,319.31,0.9912
80,calculation,319.35,320.015,0.9999
80,from,320.115,320.196,0.9993
80,the,320.236,320.317,0.9466
80,start.,320.357,320.659,0.998
81,Number,321.081,321.281,1.0
81,"Three,",321.362,321.663,1.0
81,Necron,322.144,322.525,0.4152
81,Tomb,322.626,322.907,0.9993
81,Complexes.,323.007,323.669,0.9999
82,A,324.15,324.171,0.9992
82,Necron,324.271,324.652,0.697
82,tomb,324.752,325.073,0.8153
82,world,325.153,325.494,0.9997
82,has,325.594,325.694,0.985
82,been,325.734,325.854,0.933
82,a,325.894,325.914,0.9933
82,trap,325.975,326.335,0.9999
82,for,326.756,326.857,0.9998
82,several,327.017,327.338,1.0
82,million,327.418,327.719,0.9953
82,years.,327.779,328.119,0.9988
83,The,328.541,328.621,0.9579
83,exterior,328.681,329.224,1.0
83,looks,329.324,329.585,0.9802
83,like,329.686,329.827,0.9992
83,a,329.867,329.887,0.9992
83,planet.,329.927,330.329,0.9997
84,That’s,330.772,331.034,0.9999
84,where,331.095,331.236,0.9998
84,the,331.276,331.357,0.9985
84,familiar,331.397,331.821,0.9902
84,part,331.902,332.124,1.0
84,ends.,332.245,332.507,1.0
85,Tomb,332.97,333.331,0.9593
85,complexes,333.491,334.212,0.9978
85,extend,334.573,335.034,1.0
85,kilometers,335.174,335.715,0.9981
85,below,335.775,336.055,1.0
85,the,336.115,336.175,0.9994
85,surface,336.216,336.556,0.9992
85,through,336.596,336.796,0.972
85,dimensionally,336.857,337.357,0.9737
85,compressed,337.417,337.898,0.9999
85,"architecture,",338.099,338.68,0.9808
86,rooms,339.3,339.601,0.9105
86,that,339.661,339.801,0.9999
86,register,339.881,340.322,0.9392
86,on,340.502,340.562,0.9993
86,auspex,340.763,341.083,0.0759
86,scans,341.143,341.584,0.9687
86,as,341.724,341.804,0.9998
86,physically,341.945,342.365,0.9508
86,larger,342.425,342.786,1.0
86,than,342.866,342.946,0.9985
86,the,342.986,343.066,0.8829
86,geological,343.106,343.647,0.9986
86,formation,343.707,344.148,0.9908
86,around,344.228,344.449,0.9975
86,them,344.469,344.569,0.9993
86,should,344.609,344.769,0.9997
86,permit.,344.809,345.13,0.9999
87,Whether,345.571,345.791,0.9892
87,that’s,345.852,346.052,0.9067
87,a,346.213,346.233,0.9992
87,sensor,346.353,346.714,0.9981
87,artifact,346.875,347.437,0.9996
87,or,347.638,347.678,0.9997
87,accurate,347.818,348.199,0.9998
87,data,348.22,348.3,0.0076
87,is,348.32,348.36,0.0031
88,not,348.983,349.164,0.977
88,a,349.284,349.305,0.9996
88,question,349.365,349.787,1.0
88,anyone,349.948,350.269,1.0
88,fighting,350.33,350.631,1.0
88,inside,350.691,351.153,0.9529
88,has,351.214,351.375,0.9955
88,time,351.455,351.756,0.9213
88,to,351.817,351.897,0.9999
88,settle.,351.957,352.259,0.9999
89,The,352.701,352.781,0.9989
89,defenders,352.821,353.343,0.9772
89,reassemble,353.463,354.185,0.9993
89,after,354.506,354.707,1.0
89,being,354.767,354.927,1.0
89,destroyed.,354.988,355.509,1.0
90,That,355.971,356.151,0.944
90,single,356.292,356.593,1.0
90,feature,356.673,357.035,1.0
90,separates,357.175,357.637,0.9997
90,this,357.878,358.098,0.9592
90,from,358.379,358.52,0.9993
90,every,358.741,359.002,0.9999
90,other,359.182,359.383,0.9223
90,hostile,359.443,359.804,0.8904
90,environment,359.845,360.326,0.9968
90,on,360.487,360.527,0.9999
90,this,360.607,360.748,0.9997
90,list.,360.868,361.169,0.9999
91,A,361.611,361.631,1.0
91,fire,361.712,362.013,1.0
91,lane,362.074,362.375,1.0
91,is,362.616,362.677,1.0
91,cleared.,362.777,363.159,1.0
92,Warriors,363.582,363.984,0.9999
92,go,364.045,364.146,1.0
92,down.,364.226,364.508,1.0
93,Twenty,364.951,365.192,0.9999
93,minutes,365.252,365.553,0.9999
93,later,365.975,366.236,1.0
93,they’ve,366.317,366.518,0.9999
93,partially,366.598,367.04,0.9985
93,rebuilt,367.1,367.522,0.9997
93,and,367.944,368.024,0.9999
93,resumed,368.085,368.506,0.9342
93,patrol.,368.607,368.948,0.9998
94,Progress,369.511,370.052,1.0
94,measured,370.172,370.593,0.9966
94,in,370.693,370.753,0.9995
94,confirmed,370.834,371.335,1.0
94,eliminations,371.455,372.117,0.5913
94,stops,372.197,372.538,0.9992
94,being,372.598,372.818,0.9996
94,meaningful.,372.838,373.259,0.9761
95,The,373.74,373.821,0.9983
95,structure,373.901,374.302,0.9338
95,itself,374.362,374.683,1.0
95,continuously,374.783,375.645,0.9774
95,reconfigures,375.705,376.347,0.9998
95,around,376.407,376.607,0.9605
95,the,376.647,376.728,0.9723
95,"intrusion,",376.768,377.289,0.9998
95,sealing,377.81,378.151,0.2781
95,"corridors,",378.231,378.813,0.9996
95,shifting,379.214,379.615,0.9389
95,gravity,379.675,380.076,1.0
95,"orientations,",380.156,380.918,0.9987
95,cycling,380.978,381.679,0.0
95,through,381.72,381.9,0.0
96,defensive,382.221,382.682,0.9993
96,responses,382.742,383.264,0.9829
96,the,383.324,383.404,0.9983
96,way,383.444,383.564,0.9968
96,a,383.645,383.665,0.0038
96,biological,383.785,384.427,0.9651
96,organism,384.607,385.028,0.9992
96,cycles,385.229,385.65,0.9967
96,through,385.71,385.911,0.9376
96,immune,385.931,386.292,0.9996
96,"responses,",386.352,386.994,0.9965
96,"automatic,",387.295,387.756,0.9669
96,"tireless,",387.836,388.337,0.9995
96,and,388.478,388.558,0.9566
96,scaling,388.618,388.979,0.9995
96,up.,389.039,389.18,0.9979
97,The,389.541,389.621,0.9645
97,Astral,389.742,390.044,0.0259
97,Knights,390.064,390.466,0.009
97,found,390.848,391.109,0.9998
97,this,391.169,391.33,0.9702
97,out,391.551,391.692,0.9999
97,aboard,391.893,392.195,0.997
97,the,392.255,392.336,0.9896
97,World,392.376,392.577,1.0
97,Engine.,392.657,392.959,0.9938
98,The,393.381,393.481,0.999
98,only,393.662,393.822,0.9998
98,thing,393.882,394.083,0.9995
98,that,394.143,394.264,0.9749
98,worked,394.324,394.645,0.9999
98,was,394.725,394.946,0.9999
98,abandoning,395.247,395.809,0.9999
98,the,395.849,395.929,0.9998
98,model,396.01,396.311,1.0
98,of,396.431,396.491,0.9988
98,fighting,396.592,396.993,0.9729
98,through,397.073,397.314,0.943
98,an,397.374,397.415,0.9978
98,enemy,397.535,397.736,0.9997
98,position,397.816,398.257,0.9984
98,entirely,398.418,399.02,0.3279
99,and,399.442,399.563,0.9933
99,treating,399.683,400.025,0.9998
99,the,400.065,400.145,0.9774
99,structure,400.186,400.648,0.9999
99,as,401.11,401.191,0.9991
99,a,401.271,401.291,0.9895
99,demolition,401.331,401.834,0.9998
99,target,401.914,402.236,1.0
99,instead.,402.376,402.879,0.9999
100,The,403.321,403.401,0.9998
100,environment,403.442,403.944,1.0
100,didn’t,404.005,404.246,0.9962
100,stop,404.306,404.508,1.0
100,being,404.568,404.769,1.0
100,hostile,404.829,405.292,0.9779
100,after,405.674,405.875,0.9999
100,that,405.915,406.036,0.9996
100,decision.,406.096,406.458,1.0
101,It,407.001,407.041,0.9998
101,just,407.101,407.242,0.9996
101,became,407.282,407.543,0.9989
101,a,407.604,407.644,0.9245
101,problem,407.684,408.146,1.0
101,with,408.246,408.387,0.9549
101,a,408.467,408.487,0.9997
101,physical,408.688,409.05,0.9993
101,solution,409.15,409.632,0.9279
101,rather,410.114,410.395,1.0
101,than,410.455,410.556,1.0
101,a,410.616,410.636,0.9989
101,tactical,410.696,411.098,0.9883
101,one.,411.239,411.339,1.0
102,Number,411.821,412.023,0.9151
102,"Two,",412.103,412.184,0.0
102,Cadian,412.204,412.324,0.0
102,Space.,412.344,412.445,0.0
103,Cadia,412.545,414.207,0.3297
103,sits,414.327,414.567,0.9966
103,at,414.707,414.787,0.9998
103,the,414.848,414.928,0.9994
103,edge,415.108,415.308,0.9999
103,of,415.428,415.488,0.9976
103,a,415.608,415.628,0.9948
103,permanent,415.708,416.029,0.9742
103,spatial,416.089,416.469,0.999
103,rupture,416.549,416.83,0.0074
103,where,416.85,416.95,0.0
103,the,416.99,417.05,0.0
103,laws,417.07,417.15,0.0
104,governing,418.153,418.494,0.9928
104,material,418.534,418.955,0.9988
104,reality,419.015,419.477,0.9921
104,are,420.098,420.179,0.9997
104,contested,420.239,420.901,0.9871
104,in,421.021,421.081,0.998
104,ways,421.202,421.542,0.99
104,standard,421.643,422.044,0.9532
104,military,422.164,422.585,1.0
104,planning,422.666,423.047,0.999
104,doesn’t,423.167,423.408,0.9785
104,account,423.428,423.709,0.9995
104,for.,423.749,423.909,0.9998
105,Navigation,424.391,425.033,0.9801
105,through,425.133,425.314,0.3971
105,the,425.374,425.434,0.9998
105,outer,425.675,425.875,0.9967
105,reaches,425.956,426.317,1.0
105,of,426.397,426.457,0.89
105,the,426.497,426.578,0.8889
105,Eye,426.738,426.899,0.9806
105,of,426.979,427.019,0.9943
105,Terror,427.119,427.28,0.0229
106,requires,427.541,428.043,0.9988
106,specialized,428.404,429.047,0.9836
106,instruments,429.147,429.569,0.9578
106,that,429.629,429.75,0.9999
106,themselves,429.81,430.412,0.9999
106,degrade,430.492,431.075,0.9985
106,the,431.175,431.275,0.8584
106,deeper,431.336,431.637,1.0
106,in,431.717,431.757,0.9937
106,you,431.818,431.918,0.9999
106,go.,431.958,432.139,0.9998
107,Helmsmen,432.661,433.164,0.8412
107,on,433.586,433.626,0.9999
107,those,433.686,433.928,0.8963
107,routes,434.008,434.289,0.9999
107,age,434.571,434.772,0.9941
107,at,434.933,434.993,0.9985
107,accelerated,435.074,435.636,0.9999
107,rates.,435.697,436.018,0.9999
108,Ships,436.52,436.881,1.0
108,that,436.961,437.101,1.0
108,enter,437.261,437.442,0.9999
108,the,437.502,437.582,0.9993
108,inner,437.682,437.882,0.9997
108,Eye,438.102,438.263,0.9088
108,on,438.563,438.623,0.9999
108,standard,438.743,439.104,1.0
108,transit,439.144,439.504,0.9993
108,projections,439.544,440.105,0.9796
108,sometimes,440.486,441.047,0.9979
108,emerge,441.247,441.627,0.9998
108,centuries,441.728,442.248,0.9984
108,off,442.589,442.709,0.9852
108,course.,442.789,443.29,0.9758
109,For,445.172,445.372,0.9999
109,ground,445.432,445.692,0.9996
109,forces,445.772,446.213,0.9991
109,during,446.313,446.573,0.9997
109,active,446.754,447.014,0.9343
109,"incursions,",447.054,447.614,0.9979
109,the,448.235,448.315,0.9902
109,problem,448.375,448.716,0.9999
109,is,448.856,448.936,1.0
109,reality,449.036,449.577,0.9961
109,as,450.097,450.177,0.9992
109,an,450.237,450.297,0.9911
109,unreliable,450.558,451.238,0.9999
109,physical,451.359,451.739,0.9998
109,substrate.,451.899,452.44,0.9936
110,During,452.821,453.022,1.0
110,the,453.062,453.143,0.9368
110,13th,453.364,453.564,0.9967
110,Black,453.605,453.846,0.9887
110,"Crusade,",453.866,454.449,0.9989
111,corruption,454.951,455.432,0.9999
111,radiating,455.572,456.114,0.9328
111,from,456.134,456.234,0.9394
111,Abaddon’s,456.294,456.775,0.2427
111,fleet,456.896,457.216,0.9992
111,destabilized,457.577,458.46,0.991
111,atmospheric,458.74,459.282,0.9922
111,conditions,459.342,459.883,0.9972
111,across,460.044,460.405,0.9996
111,entire,460.545,461.167,0.9996
111,operating,461.287,461.668,0.9925
111,zones.,461.728,462.089,0.988
112,Equipment,462.611,463.014,0.997
112,failed,463.054,463.416,1.0
112,with,463.457,463.597,0.9994
112,no,463.678,463.778,0.9999
112,physical,463.899,464.241,0.9888
112,damage,464.302,464.724,1.0
112,to,464.785,464.865,0.9999
112,explain,464.946,465.308,1.0
112,it.,465.388,465.469,0.9992
113,Soldiers,465.951,466.472,0.9999
113,who,466.533,466.633,0.9992
113,spent,466.753,466.994,0.9996
113,extended,467.074,467.556,0.9989
113,time,467.636,468.077,0.9907
113,in,468.178,468.218,0.9987
113,contaminated,468.318,468.96,0.9994
113,sectors,469.06,469.522,0.9995
113,reported,469.602,469.963,0.999
113,geography,470.023,470.565,0.9977
113,that,470.625,470.725,0.9999
113,didn’t,470.785,471.006,0.9233
113,match,471.066,471.327,0.9801
113,survey,471.387,471.708,0.9999
113,"maps,",471.768,472.13,0.9998
114,vox-traffic,472.41,473.033,0.7572
114,on,473.113,473.153,0.9999
114,dead,473.254,473.414,0.9993
114,"frequencies,",473.495,474.057,0.9638
114,and,474.739,474.88,0.9991
114,an,475.02,475.081,0.6123
114,inability,475.181,475.603,0.9998
114,to,475.663,475.723,0.9998
114,track,475.783,476.044,0.9605
114,time,476.125,476.486,0.9999
114,between,476.546,476.787,0.9999
114,events.,476.827,477.249,0.9563
115,These,477.711,477.912,0.9395
115,were,477.933,478.053,0.9723
115,documented,478.094,478.718,1.0
115,across,479.02,479.382,1.0
115,multiple,479.483,479.845,1.0
115,units.,479.986,480.308,0.9999
116,They,480.792,480.893,0.9999
116,weren’t,480.934,481.096,0.9117
116,morale,481.136,481.46,0.8011
116,failures.,481.521,482.067,1.0
117,They,482.51,482.631,0.9522
117,were,482.671,482.791,0.9993
117,the,482.831,482.911,0.8987
117,operational,483.051,483.652,0.9998
117,signature,483.833,484.354,1.0
117,of,484.855,484.895,0.9997
117,the,484.955,485.035,0.9971
117,Eye’s,485.135,485.295,0.9995
117,effect,485.356,485.696,0.9998
117,on,485.796,485.856,1.0
117,personnel,485.937,486.377,1.0
117,without,486.778,487.099,0.9499
117,shielding.,487.159,487.58,0.9751
118,Cadian,488.0,488.401,0.8903
118,Shock,488.481,488.782,0.9753
118,Troops,488.862,489.183,0.9996
118,were,489.223,489.343,0.9995
118,trained,489.404,489.764,0.9973
118,from,489.804,489.905,0.9154
118,the,489.945,490.005,0.0051
118,start,490.045,490.305,0.9991
118,with,490.366,490.486,0.979
118,all,490.666,490.787,0.9894
118,of,490.847,490.887,0.9875
118,this,490.927,491.127,0.8928
118,as,491.348,491.428,0.9936
118,a,491.508,491.528,0.9882
118,baseline.,491.568,492.17,0.9991
119,They,492.55,492.691,0.9993
119,treated,492.751,493.031,1.0
119,it,493.111,493.172,0.9999
119,as,493.372,493.452,1.0
119,standard,493.552,493.973,1.0
119,operating,494.194,494.594,0.9998
119,parameters,494.634,495.196,0.9597
119,rather,495.496,495.837,0.9733
119,than,495.917,496.057,0.9999
119,emergency,496.137,496.638,0.9701
119,conditions.,496.678,497.199,1.0
120,That,497.661,497.841,0.9983
120,gap,497.901,498.182,0.9941
120,between,498.302,498.543,0.9999
120,a,498.603,498.623,0.9978
120,force,498.683,499.024,0.9145
120,that,499.065,499.165,0.9999
120,had,499.205,499.325,0.9985
120,normalized,499.446,499.947,0.9859
120,the,499.987,500.047,0.9999
120,impossible,500.088,500.669,0.9989
121,and,501.251,501.371,0.9975
121,a,501.512,501.532,0.9798
121,force,501.652,501.953,0.9999
121,meeting,502.014,502.234,0.9999
121,it,502.274,502.335,0.9996
121,for,502.375,502.455,0.9005
121,the,502.475,502.555,0.9878
121,first,502.595,502.816,0.9998
121,time,502.876,503.197,0.9999
121,determined,503.278,503.819,0.9988
121,most,504.301,504.522,0.9999
121,of,504.602,504.642,0.9962
121,the,504.682,504.763,0.5812
121,tactical,504.823,505.224,0.9994
121,results,505.284,505.686,0.9997
121,at,505.866,505.946,0.9996
121,the,505.987,506.067,0.998
121,Cadian,506.087,506.428,0.8783
121,Gate.,506.488,506.789,0.9994
122,The,507.192,507.253,0.9999
122,Cadians,507.293,507.698,0.9982
122,died,507.758,507.981,0.9998
122,there,508.021,508.203,0.9999
122,too.,508.284,508.506,0.9979
123,They,509.031,509.171,0.9929
123,just,509.231,509.412,0.9995
123,had,509.472,509.632,0.9971
123,doctrine,509.813,510.334,0.9715
123,that,510.394,510.555,0.9987
123,already,510.996,511.276,0.9994
123,had,511.317,511.417,0.9984
123,a,511.457,511.497,0.9809
123,line,511.537,511.778,0.9118
123,item,511.878,512.059,1.0
123,for,512.139,512.279,0.8683
123,it.,512.339,512.42,0.9998
124,Number,512.822,513.023,0.9613
124,"One,",513.244,513.406,0.9994
124,The,513.949,514.03,0.9995
124,"Warp,",514.09,514.372,0.9961
124,Uncontrolled.,514.634,515.278,1.0
125,Every,515.741,516.022,0.9999
125,interstellar,516.122,516.645,0.9772
125,vessel,516.785,517.106,1.0
125,passes,517.167,517.648,0.9922
125,through,517.749,517.97,0.9929
125,the,518.01,518.09,0.8403
125,Warp,518.13,518.432,0.9994
125,to,518.813,518.913,0.9999
125,reach,518.994,519.255,0.9844
125,the,519.335,519.435,0.9112
125,next,519.476,519.697,0.899
125,star,519.737,519.937,0.9008
125,system.,520.018,520.359,0.9995
126,Nobody,520.821,521.121,1.0
126,has,521.182,521.322,0.9828
126,survived,521.402,522.084,0.9954
126,losing,522.465,522.846,1.0
126,control,522.926,523.307,0.9995
126,of,523.387,523.428,0.9999
126,that,523.468,523.608,0.9999
126,crossing.,523.648,524.109,0.981
127,The,524.511,524.592,0.9711
127,Warp,524.652,524.934,0.9997
127,enables,525.156,525.559,1.0
127,faster-than-light,525.7,526.505,0.3118
127,travel.,526.566,526.888,1.0
128,It,527.451,527.511,1.0
128,also,527.913,528.174,0.9999
128,operates,528.394,528.856,1.0
128,under,529.077,529.237,0.9991
128,conditions,529.298,529.9,0.9801
128,where,530.0,530.241,0.9964
128,stable,530.361,530.703,0.9638
128,matter,530.763,531.064,0.9999
128,has,531.124,531.285,0.9999
128,no,531.425,531.546,0.9999
128,particular,531.706,532.128,1.0
128,standing.,532.168,532.569,1.0
129,A,533.011,533.031,1.0
129,ship,533.091,533.332,0.9998
129,that,533.393,533.513,0.9986
129,loses,533.594,533.935,0.9996
129,its,534.015,534.116,0.9997
129,Geller,534.156,534.437,0.9492
129,"field,",534.517,534.919,0.9999
130,the,535.24,535.32,0.9614
130,containment,535.36,535.881,0.9598
130,system,535.941,536.321,0.994
130,maintaining,536.662,537.263,0.9452
130,a,537.403,537.423,0.9996
130,bubble,537.563,537.883,1.0
130,of,538.044,538.104,0.9995
130,material-reality,538.204,539.065,0.9482
130,coherence,539.125,539.665,0.9999
130,around,539.806,540.006,0.9996
130,the,540.046,540.106,0.9995
130,"hull,",540.146,540.326,0.9016
130,isn’t,540.747,540.967,0.9623
130,a,541.047,541.067,0.9997
130,vessel,541.167,541.548,0.9997
130,in,541.708,541.748,0.9997
130,a,541.848,541.868,0.9978
130,dangerous,541.928,542.369,0.9999
130,environment,542.449,542.849,0.9942
130,anymore.,542.889,543.21,0.9998
131,It’s,543.691,543.832,0.9562
131,matter,543.912,544.173,0.9963
131,trying,544.294,544.555,0.9999
131,to,544.595,544.656,0.9904
131,hold,544.696,544.897,0.9999
131,its,544.997,545.098,0.8858
131,shape,545.118,545.419,0.9861
131,somewhere,545.439,545.62,0.001
132,that,545.941,546.102,0.9994
132,actively,546.383,546.804,0.9998
132,works,546.904,547.185,0.9996
132,against,547.245,547.486,0.9869
132,the,547.526,547.607,0.9329
132,concept,547.647,548.028,0.9999
132,of,548.068,548.128,0.9997
132,shape.,548.168,548.489,0.9999
133,The,548.871,548.951,0.9991
133,crew,549.012,549.293,0.9996
133,doesn’t,549.714,550.016,0.9998
133,die,550.076,550.337,0.9113
133,the,550.397,550.458,1.0
133,way,550.498,550.618,1.0
133,crews,550.739,551.08,0.0236
133,die,551.181,551.522,0.9988
133,when,551.884,552.004,0.9998
133,life,552.104,552.345,0.9998
133,support,552.446,552.747,0.9998
133,fails.,552.807,553.189,1.0
134,The,553.59,553.65,0.9958
134,deterioration,553.71,554.572,0.9643
134,comes,554.672,554.892,0.9995
134,from,554.932,555.032,0.9987
134,outside,555.112,555.613,0.9999
134,in,555.853,555.974,0.9982
134,and,556.514,556.615,0.9989
134,doesn’t,556.915,557.195,0.8736
134,follow,557.256,557.556,1.0
134,a,557.616,557.636,0.9997
134,sequence,557.736,558.197,0.9994
134,anyone,558.417,558.738,0.9999
134,has,558.778,558.918,0.9997
134,successfully,558.978,559.599,0.9505
134,predicted.,559.679,560.1,0.998
135,What,560.582,560.763,0.9999
135,makes,561.126,561.388,0.9998
135,this,561.469,561.65,0.9974
135,the,561.751,561.831,0.9993
135,worst,561.892,562.154,0.9586
135,environment,562.255,562.658,0.001
135,in,562.678,562.718,0.0
135,the,562.738,562.799,0.0
135,setting,562.819,562.98,0.001
136,is,562.98,563.02,0.156
136,what,563.06,563.301,0.0021
136,gets,563.903,564.103,0.0602
136,stripped,564.204,564.524,0.997
136,away,564.585,564.805,0.9991
136,the,564.926,565.006,0.9961
136,moment,565.066,565.307,0.9999
136,control,565.367,565.688,0.9995
136,fails.,565.788,566.189,0.9998
137,Navigation,566.63,567.231,1.0
137,stops,567.371,567.672,0.9999
137,working,567.752,568.113,0.9999
137,because,568.433,568.754,0.9999
137,Warp,568.834,569.034,0.9801
137,currents,569.114,569.475,0.9999
137,have,569.515,569.735,0.9995
137,no,569.875,570.036,0.9989
137,fixed,570.256,570.516,0.9999
137,relationship,570.556,571.157,0.98
137,to,571.358,571.438,0.9999
137,physical,571.538,571.898,0.9997
137,distances.,571.979,572.56,0.9998
138,Time,573.04,573.321,0.9998
138,becomes,573.381,573.841,0.9723
138,operationally,574.322,575.083,0.9999
138,non-linear:,575.203,575.844,0.9634
138,vessels,576.606,577.006,0.9997
138,have,577.066,577.307,0.8815
138,exited,577.467,577.807,0.9985
138,transit,577.887,578.328,0.9369
138,weeks,578.388,578.649,0.9998
138,before,578.709,578.929,0.9993
138,they,578.969,579.069,0.9998
138,"entered,",579.169,579.49,0.6578
139,as,579.91,579.99,0.995
139,measured,580.071,580.371,0.9998
139,by,580.431,580.511,0.9991
139,external,580.591,580.932,0.9999
139,"observers,",580.972,581.453,0.9994
139,and,582.134,582.254,0.9989
139,some,582.434,582.654,0.925
139,have,582.695,582.935,0.992
139,never,583.055,583.275,0.9994
139,exited,583.416,583.816,0.9683
139,despite,583.896,584.397,0.9629
139,correct,584.437,584.818,0.9993
139,departure,585.038,585.459,0.9999
139,coordinates.,585.499,586.04,0.9999
140,Crew,586.46,586.721,0.5164
140,psychological,586.922,587.603,0.9453
140,integrity,587.724,588.305,0.9999
140,declines,588.646,589.328,0.999
140,in,589.488,589.529,0.9992
140,proportion,589.629,590.11,0.9977
140,to,590.21,590.291,0.9992
140,transit,590.371,590.772,0.9998
140,duration,590.812,591.313,0.9999
140,and,591.454,591.514,0.9997
140,proximity,591.594,592.155,0.9997
140,to,592.496,592.577,0.9991
140,Warp,592.677,592.958,0.9998
140,anomalies.,593.038,593.579,0.572
141,Communication,594.06,594.742,0.9852
141,with,594.842,595.003,0.9943
141,anything,595.344,595.705,0.9863
141,outside,595.765,596.146,1.0
141,the,596.206,596.266,0.9988
141,hull,596.306,596.527,0.9619
141,is,596.948,597.028,1.0
141,severed.,597.188,597.589,1.0
142,Supply,598.091,598.513,1.0
142,"lines,",598.593,599.035,0.9994
142,"reinforcements,",599.155,599.978,0.9627
142,"intelligence,",600.099,600.841,0.9954
142,"extraction,",600.962,601.544,0.9967
142,everything,601.925,602.247,0.9857
142,a,602.287,602.307,0.9988
142,military,602.407,602.728,0.0079
142,force,602.748,602.889,0.0
142,depends,602.929,603.09,0.0
142,on,603.11,603.15,0.0
143,for,603.711,603.791,0.9473
143,sustained,603.851,604.192,0.9825
143,"operation,",604.232,604.713,0.9999
143,ceases,605.354,605.674,0.9241
143,to,605.754,605.834,0.9999
