order,tag,text,startTime,duration,endTime,anchorSource,tokenHash
263,267_leader_of_children,There are children here who have never known a night where someone other than you was the person the adults looked to when something moved at the perimeter.,794.19,9.19,803.38,whisper,e71449994ed54cf5
264,268_morning_visitor,That reaches you one morning when a girl of about nine walks to you at the fire’s edge,803.38,5.15,808.53,whisper,ef2c08fe9afb2402
265,269_gift_of_meat,puts a piece of dried meat in your hand,808.53,1.75,810.28,whisper,10b1b26e40cb4e22
266,270_silent_departure,and walks away without any explanation.,810.28,2.47,812.75,whisper,5a23a9d517444aad
267,271_holding_meat,You hold the meat and understand you have become something this group has no simple word for.,812.75,5.21,817.96,whisper,4040cbeccd7f934e
268,272_hunched_back,Your back has decades stored in it.,817.96,2.35,820.31,whisper,e4f5f24ec4428d8c
269,273_cold_grass,Long crouches in cold grass.,820.31,2.31,822.62,whisper,cc6692991f928e0e
270,274_stillness_ache,The particular ache of held stillness.,822.62,3.22,825.84,whisper,ce0ac4ffeabc5890
271,275_morning_knees,Your knees announce themselves on cold mornings before you are fully awake.,825.84,4.63,830.47,whisper,3873065c4262b44a
272,276_not_old,You are not old by some measures.,830.47,2.63,833.1,whisper,4ea26f950b661682
273,277_night_body,But you are old the way that twenty years of moving at night makes a body old.,833.1,4.98,838.08,whisper,ab2c8fdc6d4c6d77
274,278_faster_men,There are faster men now.,838.08,1.9,839.98,whisper,64945c8847a5e770
275,279_sharper_ears,There are scouts with sharper ears.,839.98,2.29,842.27,whisper,735d7ac420ec0fe7
276,280_saying_so,You say so.,842.27,1.23,843.5,whisper,d4333afadb1453f5
277,281_hearth_counsel,You tell Fen,843.5,1.33,844.83,whisper,90c5c3740bdd3d3c
278,282_fen_leading,twenty-five now and leading runs you no longer go on,844.83,3.51,848.34,whisper,71272a766c6052b0
279,283_fen_keen_ears,that his ears are better than yours in the birch stands.,848.34,3.48,851.82,whisper,3668518fce082069
280,284_fen_modesty,He takes it as modesty at first.,851.82,2.54,854.36,whisper,4b3ec9de3d59d01d
281,285_elder_seriousness,You explain that it is not.,854.36,2.18,856.54,whisper,5c703f37d607214e
282,286_fact_to_act,It is a fact he needs to act on,856.54,2.66,859.2,whisper,9f973ce613e61f8a
283,287_growing_responsibility,and acting on it correctly means his responsibility at night is larger than it was,859.2,5.24,864.44,whisper,6853676284e9b279
284,288_not_smaller,not smaller.,864.44,0.95,865.39,whisper,1a1aa7634e774b7f
285,289_winter_predator_breach,A predator gets through the western perimeter on a winter night and kills one of the youngest members of the band before anyone can reach the site.,865.39,7.47,872.86,whisper,b90cb4b17937f92d
286,290_tragic_aftermath,The child is barely four years old.,872.86,2.58,875.44,whisper,134c5e4dfa9502c7
287,291_eastern_post,You are at the eastern post.,875.44,2.16,877.6,whisper,0e8570fc190dcd76
288,292_distant_attack,The attack comes from the direction that is not yours.,877.6,3.4,881,whisper,76e55b10e73f7691
289,293_sitting_brooding,You sit with that for a long time.,881,2.21,883.21,whisper,37ed49c64ecf7630
290,294_intense_thought,You go back through every decision of that night.,883.21,2.9,886.11,whisper,b72e3f072754177b
291,295_defensive_positioning,The positioning was right.,886.11,2.26,888.37,whisper,523afcf01fa34d1e
292,296_orderly_rotations,The rotations were right.,888.37,1.74,890.11,whisper,cb6533f8f0ed76e3
293,297_standard_arrangement,The arrangement was what it has always been.,890.11,2.7,892.81,whisper,8f0649a2b3573e49
294,298_heavy_burden,None of that lifts the weight.,892.81,2.2,895.01,whisper,7004473c68db443a
295,299_realization_moment,What you arrive at,895.01,1.52,896.53,whisper,d360e9e0b0a57d74
296,300_night_gap,"eventually, is that you can build the best structure knowledge and experience allow and the night will still find the gap that structure cannot close.",896.53,8.62,905.15,whisper,85d2782d29cb8526
297,301_hearth_reflection,Accepting that without it hollowing out your readiness is harder than any technique you have ever learned.,905.15,6.27,911.42,whisper,b52367bab3031c54
298,302_night_sprint,Harder than any night run in open ground.,911.42,3.09,914.51,whisper,7ca35d310a80c985
299,303_rebuilding_shelter,You rebuild.,914.51,1.56,916.07,whisper,a1c02083124b044a
300,304_closing_gap,You add a post that covers the gap the night found.,916.07,3.11,919.18,whisper,5f96396dfdfb334a
301,305_carrying_grief,You do not put down the grief.,919.18,2.13,921.31,whisper,1e4762d9e4ae1534
302,306_flint_knapping,You carry it alongside everything else and you keep working.,921.31,5.66,926.97,whisper,f8cdd55d313f852f
303,307_forty_nine_years,You are forty-nine.,926.97,4.43,931.4,whisper,54182fae012dee72
304,308_scouts_leading,Three of your old scouts lead their own groups now in different parts of the territory.,931.4,4.85,936.25,whisper,e912e776c0f3f54d
305,309_wide_river_meeting,When the bands come together at the seasonal meeting place by the wide river,936.25,3.84,940.09,whisper,5f537f9cdce82ef7
306,310_scouts_at_fire,those men find you at the fire,940.09,1.59,941.68,whisper,6bff69329b865f48
307,311_quiet_hearth_talk,"sit close, and the talk moves between ordinary things and the kind of talk that only happens between people who have shared a particular kind of night.",941.68,9.22,950.9,whisper,c685d15c09f86d1e
308,312_fen_scouts_introduction,Fen brings two young scouts to you at the gathering.,950.9,3.54,954.44,whisper,bc9084608254839f
309,313_fen_silent_gaze,He does not ask you to teach them anything.,954.44,2.7,957.14,whisper,a8b231d0a581717b
310,314_scouts_settle_down,He places them near you and you understand what he is asking.,957.14,4.39,961.53,whisper,0fb9a04f30225cce
311,315_observing_over_time,You watch the two of them over several evenings.,961.53,2.92,964.45,whisper,8fa1c938d5a8fe03
312,316_scout_instinct_fear,One has good instincts but is afraid of fear,964.45,2.85,967.3,whisper,b34b522640e8b0e5
313,317_sharpening_bone_tool,which is the worst combination you know.,967.3,2,969.3,whisper,750710e96d075cd0
314,318_scout_on_ridge,The fear itself is not the problem.,969.3,2.61,971.91,whisper,30ed475ee0d26843
315,319_eye_reflection_awareness,Fear is information.,971.91,2.35,974.26,whisper,cb1711eed77b6c1d
316,320_body_warning_signal,The problem is what happens when the body’s warning triggers a second signal that overrides the first.,974.26,5.91,980.17,whisper,1afc9d3e32446de9
317,321_hearth_counsel,That young man needs to understand that the tightness in his chest before a hard night is not a sign of weakness arriving.,980.17,6.71,986.88,whisper,90bfa3bdfbd6093b
318,322_body_readiness,It is the body getting ready.,986.88,1.92,988.8,whisper,914dce00008f6fd3
319,323_direct_speech,You tell him directly because he is young enough that direct still works.,988.8,4.3,993.1,whisper,c1288e1efe7c3f3c
320,324_youth_realization,You see it take in his face.,993.1,2.05,995.15,whisper,a31890b8cd2ccfe0
321,325_contrasting_student,The other one is nearly the opposite.,995.15,3,998.15,whisper,f635a0573ed03423
322,326_careless_ease,She moves into dark terrain with an ease that looks like calm but is actually the absence of proper attention.,998.15,7.09,1005.24,whisper,0c32a537f89682ab
323,327_perimeter_lesson,You take her to the perimeter edge one evening and ask her to stand still and report what she notices.,1005.24,6.51,1011.75,whisper,7901b4e4a4d0feb7
324,328_obvious_sights,At first she reports the obvious.,1011.75,2.85,1014.6,whisper,684c5dc166b1e205
325,329_patient_silence,You wait.,1014.6,1.32,1015.92,whisper,1ca0d94a716d6293
326,330_finer_observations,The reports get finer.,1015.92,1.9,1017.82,whisper,b32f24d9f1a38cfa
327,331_scent_at_slope,A smell change at the base of a slope.,1017.82,2.83,1020.65,whisper,d05233008e053aec
328,332_fading_sound,A sound she had not consciously registered until it was gone.,1020.65,4.16,1024.81,whisper,9ba4d09560ec9341
329,333_passing_knowledge,You tell her that.,1024.81,1.69,1026.5,whisper,f666df2ce45923dc
330,334_internal_noticing,That second kind of noticing.,1026.5,2.08,1028.58,whisper,61ba77a8e7e33164
331,335_tracking_skill,That is where the whole skill lives.,1028.58,2.99,1031.57,whisper,4bcb1b9157fd82b9
332,336_uncertain_mentorship,You are not certain you gave either of them what they needed.,1031.57,3.74,1035.31,whisper,e10ff64622629033
333,337_mutual_exchange,You were not certain Daret and Korik gave you everything you needed.,1035.31,4.17,1039.48,whisper,cafcf375e9093f5d
334,338_final_gift,You gave what you had.,1039.48,2.08,1041.56,whisper,f6fd22e09fb046dc
335,339_night_voyage,The rest belongs to the nights they will face without you.,1041.56,6.01,1047.57,whisper,a35ab83a2ac1cf40
336,340_fifty_eight,You are fifty-eight.,1047.57,4.08,1051.65,whisper,e5a6a70c8389a3f8
337,341_aging_temples,Your hair has gone pale at the edges.,1051.65,2.72,1054.37,whisper,176f6e7fa21790cb
338,342_steady_grip,Your hands are steady now,1054.37,2.05,1056.42,whisper,29c0f41fdec1a364
339,343_shaking_scout,the same hands that could not hold still over your first real guarding post.,1056.42,4.58,1061,whisper,5913144d9c949665
340,344_marked_palms,They are also marked with everything the years put into them.,1061,3.19,1064.19,whisper,8c3f28dd0e69cfc5
341,345_palm_scar,The white line across your left palm from a night in the limestone hills.,1064.19,4.36,1068.55,whisper,cf046b8b5c285498
342,346_shortened_finger,The shortened finger on your right hand from something you do not describe in detail.,1068.55,4.59,1073.14,whisper,7342cbd7a7efba7c
343,347_thickened_knuckles,The thickened knuckles from four decades of gripping things hard in the cold.,1073.14,4.6,1077.74,whisper,f5d861c785724c64
344,348_distant_bands,Other bands know your name.,1077.74,1.97,1079.71,whisper,d59f915f34cc1f16
345,349_stoic_presence,Not the way a man is known for a single event.,1079.71,3.28,1082.99,whisper,f63f516ea8e43308
346,350_mountain_ridge,The way a specific ridge is known,1082.99,2.59,1085.58,whisper,1ded7307b60de49b
347,351_river_crossing,or a reliable river crossing.,1085.58,2.78,1088.36,whisper,6a8010e5442d2b43
348,352_orient_landmark,A feature of the world that people orient by.,1088.36,3.79,1092.15,whisper,8b1891033893324b
349,353_gathering_bands,When the bands gather and the talk turns to the night,1092.15,3.02,1095.17,whisper,f890477e6b1096e2
350,354_dark_beast,to what lives in it,1095.17,1.44,1096.61,whisper,124995bb69b27e36
351,355_reading_tracks,to how to read an animal that is following you against one that only crossed your path,1096.61,4.45,1101.06,whisper,7042ef2332a31812
352,356_respectful_glance,people look toward where you are sitting.,1101.06,2.43,1103.49,whisper,867ca9a70d085e70
353,357_sitting_quietly,Not because you stand and announce anything.,1103.49,2.89,1106.38,whisper,aa00be773df6cf60
354,358_knowledge_face,Because over enough years your name has attached to a kind of knowledge people understand is not easily replaced.,1106.38,6.905,1113.285,whisper,0c9119db25c89645
355,359_listening_hunters,Young hunters from other bands sit near your fire and listen.,1113.285,3.795,1117.08,whisper,b7e58c986862aced
356,360_scout_wisdom,You know what they see.,1117.08,1.45,1118.53,whisper,527be1bd845106d6
357,361_daret_observation,The same thing you saw when you first looked at Daret.,1118.53,2.78,1121.31,whisper,6a8f50913e69b1f1
358,362_survival_proof,Proof that surviving a long time is possible.,1121.31,3.14,1124.45,whisper,a408396a838d39d5
359,363_facing_night,An answer to the question of whether you can face the night across a whole life without it eventually winning.,1124.45,6.31,1130.76,whisper,0bf1140d4d200059
360,364_the_full_cost,You tell them the full cost,1130.76,2.11,1132.87,whisper,f41284a6166937fc
361,365_recurrent_storytelling,same as you always do.,1132.87,1.51,1134.38,whisper,b53785a92330794a
362,366_missing_calm,You tell them the calm they see was not always there.,1134.38,3.05,1137.43,whisper,7187e20c93f21df6
363,367_dropped_torch,You tell them about the dropped torch,1137.43,2.27,1139.7,whisper,59da04668d14c46a
364,368_forest_terror,the three seconds in the forest,1139.7,1.93,1141.63,whisper,d787f048ba0f9c98
365,369_unreached_child,the child you could not reach in time.,1141.63,2.47,1144.1,whisper,109c7ce542877b05
366,370_dark_mercy,You tell them about the nights you got it right only because something in the dark chose to let you.,1144.1,6.8,1150.9,whisper,faa2eddbf7eed4be
367,371_listening_scouts,Most of them hear the strength.,1150.9,2.79,1153.69,whisper,a4194850ef75ed1e
368,372_wide_eyed_fear,Fear as a tool.,1153.69,2.53,1156.22,whisper,43040f71f3d2ae40
369,373_slow_blade_draw,Slow as a weapon.,1156.22,1.71,1157.93,whisper,e3d0359db9d16ca6
370,374_scout_instinct,The body ahead of the mind.,1157.93,1.51,1159.44,whisper,b85531190b04ac3b
371,375_group_incomprehension,They do not take in the losses the same way.,1159.44,3.05,1162.49,whisper,e81b0ef0400a6646
372,376_observing_the_unready,They are not ready for them yet.,1162.49,2.43,1164.92,whisper,5a21b3acc3a171d9
373,377_main_character_memory,You know this because you were not ready either,1164.92,2.95,1167.87,whisper,68fc3f9bcfc46ebe
374,378_flashback_fire,sitting at someone else’s fire at their age,1167.87,2.94,1170.81,whisper,945d00bb49888586
375,379_partial_understanding,being told the whole truth and only catching part of it.,1170.81,3.92,1174.73,whisper,d685c4cbff8b2a9a
376,380_scarred_hands_experience,The knowledge that comes from actual experience cannot be handed over by talking.,1174.73,5.57,1180.3,whisper,387fe03e9a3a1f5c
377,381_growth_lesson,It has to grow inside the living of it.,1180.3,2.51,1182.81,whisper,8becc8f176ca08d3
378,382_honesty_transfer,All you can do is be honest and let them take what they are able to carry right now.,1182.81,8,1190.81,whisper,2b519946cdd5ac96
379,383_sixty_four,You are sixty-four.,1190.81,2.96,1193.77,whisper,d55b95cec4672f62
380,384_night_scouts,The night runs belong to someone else now.,1193.77,2.54,1196.31,whisper,70a00d02df7945e2
381,385_lost_precision,Your legs still work but your eyes have lost the edge-of-darkness precision that forward scouting demands.,1196.31,6.15,1202.46,whisper,74b8513ffa44acbd
382,386_quiet_knowing,You know this without needing anyone to tell you.,1202.46,3.05,1205.51,whisper,894ae6808b2e6590
383,387_handing_spear,Three winters ago you stepped back from active perimeter work and gave it fully to Fen’s people,1205.51,5.89,1211.4,whisper,2794809c52951cae
384,388_fen_teaching,who have by now become the ones teaching the people after them.,1211.4,3.57,1214.97,whisper,88de89e4b84de4f9
385,389_unnamed_role,What you do now is harder to put a name to.,1214.97,3.6,1218.57,whisper,d83ef42c73f1d1bc
386,390_center_fire,You sit at the center fire on long winter nights when the band is settled deep in the valley and the cold has pulled everything close.,1218.57,7.56,1226.13,whisper,7088e4e15b9ee62d
387,391_children_gathering,Children gather near you.,1226.13,2.3,1228.43,whisper,bb2f7de45c018c38
388,392_young_hunters_fire,Young hunters too new for real posts sit at the outer edge of your fire ring and listen to what you say in the dark hours.,1228.43,7.08,1235.51,whisper,63f9a87809f4549d
389,393_intense_speaker,You are not telling stories to fill time.,1235.51,2.57,1238.08,whisper,506a37711d20cfd5
390,394_passing_knowledge,You are passing something.,1238.08,2.16,1240.24,whisper,41064c357d303ab2
391,395_darets_hand,You describe what Daret’s hand felt like on your shoulder and what it meant.,1240.24,4.94,1245.18,whisper,37ca5fa70bab6864
392,396_forest_yaro,You describe the three seconds in the forest with Yaro when something in the dark made a choice.,1245.18,5.88,1251.06,whisper,2a73d619b1a896d5
393,397_failed_rescue,You describe the child you could not save and what you did in the weeks after,1251.06,4.82,1255.88,whisper,ab745422c59cfc39
394,398_carrying_on,and why you did not let that weight take the work from you.,1255.88,3.38,1259.26,whisper,e6c96c569fad060a
395,399_fens_realization,You describe the look on Fen’s face the first time slowing his feet made a difference he could feel in his whole body.,1259.26,7.49,1266.75,whisper,f16f9f6d44f37b5d
396,400_endless_dark,You tell them the dark cannot be finished.,1266.75,2.87,1269.62,whisper,f352332faa706189
397,401_nightfall_encroaching,It comes back every night,1269.62,1.84,1271.46,whisper,98dbf8761059752e
398,402_cyclical_darkness,the same as it always has,1271.46,2.1,1273.56,whisper,f77251e4056e5da3
399,403_vigilant_embers,and it expects the same quality of attention on the thousandth night as it did on the first.,1273.56,5.9,1279.46,whisper,bc1f35c5cec71f55
400,404_the_fire_line,You tell them the fire is the line and they are the ones responsible for keeping it fed.,1279.46,5.69,1285.15,whisper,b9433838edccea9e
401,405_ancient_hearth,You sit in the warmth of a hearth your family has tended across more seasons than you,1285.15,5.33,1290.48,whisper,09dc82a79122d7e4
402,406_listening_darkness,can count and you listen to the night the way you have listened to it for fifty years.,1290.48,3.81,1294.29,whisper,00037a107041d8c4
403,407_shadow_movement,You still catch the interruptions.,1294.29,2.13,1296.42,whisper,cb01bddcc0836949
404,408_shifting_air,You still feel when the air outside the camp shifts in a certain way.,1296.42,4.15,1300.57,whisper,2dd9ca8f5c5c3a1a
405,409_wise_gaze,The knowledge has not left you.,1300.57,3.11,1303.68,whisper,a5ee8393c06b9f10
406,410_internal_instinct,It lives in a different place now,1303.68,2.1,1305.78,whisper,cd662d0284cef9e5
407,411_scout_transition,the place a thing moves to when it stops being something you do and becomes something you simply are.,1305.78,6.37,1312.15,whisper,ee035a505cd70693
408,412_youngest_scout,Fen’s youngest scout,1312.15,1.12,1313.27,whisper,8424828434cdc320
409,413_fifteen_girl,a girl of fifteen,1313.27,1,1314.27,whisper,e18a0cf0c04fa30c
410,414_past_firelight,sits just past your firelight on a clear cold night,1314.27,4.48,1318.75,whisper,9119db83b2203e52
411,415_watching_treeline,watching the tree line.,1318.75,1.58,1320.33,whisper,02847cbdea363fdd
412,416_straight_posture,Back straight but not locked.,1320.33,2.78,1323.11,whisper,34c68ba0ce1991c4
413,417_balanced_weight,Weight even.,1323.11,1.59,1324.7,whisper,300ef2ae9746b377
414,418_eyes_sweep,Eyes moving in a slow sweep rather than fixed on one point.,1324.7,4.55,1329.25,whisper,85fc14ca6e99abbc
415,419_spear_hand,One hand loose on her spear shaft.,1329.25,2.65,1331.9,whisper,5d3722e99292832d
416,420_silent_watch,You watch her for a long time without making a sound.,1331.9,3.67,1335.57,whisper,0e8bb83a1105e7c1
417,421_hidden_observer_perspective,She does not know you are watching.,1335.57,2.2,1337.77,whisper,5b2f5c9aea997a49
418,422_focused_work_detail,She is entirely in her work.,1337.77,2.53,1340.3,whisper,ad8283e185e3ad79
419,423_teaching_through_motion,She is doing the thing that cannot be scratched into bone or pressed into clay or passed through any medium other than one watching body alongside another watching body,1340.3,10.8,1351.1,whisper,b367e99b7fbd24d4
420,424_generations_of_repetition,repeated across more generations than anyone alive can count.,1351.1,4.14,1355.24,whisper,fd3efed03c5cbafa
421,425_passing_the_torch,She will teach the one after her.,1355.24,2.74,1357.98,whisper,17ce0c0371ce791e
422,426_next_generation_teaching,That one will teach the next.,1357.98,2.49,1360.47,whisper,bb459491bbf286a8
423,427_knowledge_in_motion,The knowledge traveling the only way it has ever traveled,1360.47,3.72,1364.19,whisper,41e013c7aa9b5ae0
424,428_through_the_living,through the living,1364.19,0.765,1364.955,whisper,a06255286d932bd4
425,429_night_after_night,night after night,1364.955,1.535,1366.49,whisper,6742205e27e450c8
426,430_edge_of_light_and_dark,along the line where firelight ends and the dark begins.,1366.49,4.27,1370.76,whisper,1e4abdbaf6c8c68e
427,431_child_huddling_mother,Somewhere right now a child is pressed against their mother’s side.,1370.76,4.33,1375.09,whisper,d58e8e928cb2feb0
428,432_cave_entrance_vigil,There is a sound from outside.,1375.09,2.21,1377.3,whisper,d523af54ec5033c4
429,433_child_eyes_firelight,The child has no word for what they feel.,1377.3,2.79,1380.09,whisper,60cbb194fb9b3d60
430,434_tight_chest_anxiety,The tightness in the chest.,1380.09,1.97,1382.06,whisper,f78eb4dc79633611
431,435_focused_attention_void,"The sudden, total attention.",1382.06,2.2,1384.26,whisper,f06d94aed98065de
432,436_solemn_child_profile,"The understanding, arriving without explanation",1384.26,3.25,1387.51,whisper,edbc4afdfd576647
433,437_glowing_eyes_shadows,that the space past the firelight is not empty.,1387.51,3.19,1390.7,whisper,dd0edc8a54f5d197
434,438_child_standing_resolve,That child will learn.,1390.7,1.85,1392.55,whisper,8ec31236a1ed2d70
435,439_child_ear_listening,They will learn what the sounds mean.,1392.55,2.63,1395.18,whisper,31ea43d86f172760
436,440_slow_silent_tread,They will learn to slow their feet.,1395.18,2.52,1397.7,whisper,889520f38e0fe3ed
437,441_scout_cold_post,One day they will sit a cold post with their back to the fire and their face toward the dark.,1397.7,5.86,1403.56,whisper,d12443ce8585fdaf
438,442_scout_torch_wind,They will carry a torch in both hands and guard it with their body against the wind.,1403.56,5.2,1408.76,whisper,5c403b93f0be2e91
439,443_scout_cliff_edge,They will spend a whole life finding out what the night holds.,1408.76,3.81,1412.57,whisper,eaa70e06683b71d0
440,444_scout_past_watch,They always have.,1412.57,1.67,1414.24,whisper,1085925e8bbe2e79
441,445_scout_future_watch,They always will.,1414.24,1.66,1415.9,whisper,fdce186bbc38bea5
442,446_dark_landscape,The dark does not change.,1415.9,1.22,1417.12,whisper,f35051536ef70c4d
443,447_scout_facing_dark,Only the ones who learn to face it.,1417.12,4.17,1421.29,whisper,d126c56478926855
