order,tag,text,startTime,duration,endTime,anchorSource
314,315_observing_over_time,You watch the two of them over several evenings.,961.53,2.92,964.45,forced-alignment
315,316_scout_instinct_fear,One has good instincts but is afraid of fear,964.45,2.85,967.3,forced-alignment
316,317_sharpening_bone_tool,which is the worst combination you know.,967.3,2,969.3,forced-alignment
317,318_scout_on_ridge,The fear itself is not the problem.,969.3,2.61,971.91,forced-alignment
318,319_eye_reflection_awareness,Fear is information.,971.91,2.35,974.26,forced-alignment
319,320_body_warning_signal,The problem is what happens when the body’s warning triggers a second signal that overrides the first.,974.26,5.91,980.17,forced-alignment
320,321_hearth_counsel,That young man needs to understand that the tightness in his chest before a hard night is not a sign of weakness arriving.,980.17,6.54,986.71,forced-alignment
321,322_body_readiness,It is the body getting ready.,986.71,2.09,988.8,forced-alignment
322,323_direct_speech,You tell him directly because he is young enough that direct still works.,988.8,4.3,993.1,forced-alignment
323,324_youth_realization,You see it take in his face.,993.1,2.05,995.15,forced-alignment
324,325_contrasting_student,The other one is nearly the opposite.,995.15,3,998.15,forced-alignment
325,326_careless_ease,She moves into dark terrain with an ease that looks like calm but is actually the absence of proper attention.,998.15,7.09,1005.24,forced-alignment
326,327_perimeter_lesson,You take her to the perimeter edge one evening and ask her to stand still and report what she notices.,1005.24,6.51,1011.75,forced-alignment
327,328_obvious_sights,At first she reports the obvious.,1011.75,2.85,1014.6,forced-alignment
328,329_patient_silence,You wait.,1014.6,1.32,1015.92,forced-alignment
329,330_finer_observations,The reports get finer.,1015.92,1.9,1017.82,forced-alignment
330,331_scent_at_slope,A smell change at the base of a slope.,1017.82,2.83,1020.65,forced-alignment
331,332_fading_sound,A sound she had not consciously registered until it was gone.,1020.65,4.16,1024.81,forced-alignment
332,333_passing_knowledge,You tell her that.,1024.81,1.69,1026.5,forced-alignment
333,334_internal_noticing,That second kind of noticing.,1026.5,2.08,1028.58,forced-alignment
334,335_tracking_skill,That is where the whole skill lives.,1028.58,2.99,1031.57,forced-alignment
335,336_uncertain_mentorship,You are not certain you gave either of them what they needed.,1031.57,3.74,1035.31,forced-alignment
336,337_mutual_exchange,You were not certain Daret and Korik gave you everything you needed.,1035.31,4.17,1039.48,forced-alignment
337,338_final_gift,You gave what you had.,1039.48,2.08,1041.56,forced-alignment
338,339_night_voyage,The rest belongs to the nights they will face without you.,1041.56,6.01,1047.57,forced-alignment
339,340_fifty_eight,You are fifty-eight.,1047.57,4.08,1051.65,forced-alignment
340,341_aging_temples,Your hair has gone pale at the edges.,1051.65,2.72,1054.37,forced-alignment
341,342_steady_grip,Your hands are steady now,1054.37,2.05,1056.42,forced-alignment
342,343_shaking_scout,the same hands that could not hold still over your first real guarding post.,1056.42,4.58,1061,forced-alignment
343,344_marked_palms,They are also marked with everything the years put into them.,1061,3.19,1064.19,forced-alignment
344,345_palm_scar,The white line across your left palm from a night in the limestone hills.,1064.19,4.36,1068.55,forced-alignment
345,346_shortened_finger,The shortened finger on your right hand from something you do not describe in detail.,1068.55,4.59,1073.14,forced-alignment
346,347_thickened_knuckles,The thickened knuckles from four decades of gripping things hard in the cold.,1073.14,4.6,1077.74,forced-alignment
347,348_distant_bands,Other bands know your name.,1077.74,1.97,1079.71,forced-alignment
348,349_stoic_presence,Not the way a man is known for a single event.,1079.71,3.28,1082.99,forced-alignment
349,350_mountain_ridge,The way a specific ridge is known,1082.99,2.59,1085.58,forced-alignment
350,351_river_crossing,or a reliable river crossing.,1085.58,2.78,1088.36,forced-alignment
351,352_orient_landmark,A feature of the world that people orient by.,1088.36,3.79,1092.15,forced-alignment
352,353_gathering_bands,When the bands gather and the talk turns to the night,1092.15,3.02,1095.17,forced-alignment
353,354_dark_beast,to what lives in it,1095.17,1.44,1096.61,forced-alignment
354,355_reading_tracks,to how to read an animal that is following you against one that only crossed your path,1096.61,4.45,1101.06,forced-alignment
355,356_respectful_glance,people look toward where you are sitting.,1101.06,2.43,1103.49,forced-alignment
356,357_sitting_quietly,Not because you stand and announce anything.,1103.49,2.89,1106.38,forced-alignment
357,358_knowledge_face,Because over enough years your name has attached to a kind of knowledge people understand is not easily replaced.,1106.38,7.19,1113.57,forced-alignment
358,359_listening_hunters,Young hunters from other bands sit near your fire and listen.,1113.57,3.51,1117.08,forced-alignment
359,360_scout_wisdom,You know what they see.,1117.08,1.45,1118.53,forced-alignment
360,361_daret_observation,The same thing you saw when you first looked at Daret.,1118.53,2.78,1121.31,forced-alignment
361,362_survival_proof,Proof that surviving a long time is possible.,1121.31,3.14,1124.45,forced-alignment
362,363_facing_night,An answer to the question of whether you can face the night across a whole life without it eventually winning.,1124.45,6.31,1130.76,forced-alignment
363,364_the_full_cost,You tell them the full cost,1130.76,2.11,1132.87,forced-alignment
364,365_recurrent_storytelling,same as you always do.,1132.87,1.51,1134.38,forced-alignment
365,366_missing_calm,You tell them the calm they see was not always there.,1134.38,3.05,1137.43,forced-alignment
366,367_dropped_torch,You tell them about the dropped torch,1137.43,2.27,1139.7,forced-alignment
367,368_forest_terror,the three seconds in the forest,1139.7,1.93,1141.63,forced-alignment
368,369_unreached_child,the child you could not reach in time.,1141.63,2.47,1144.1,forced-alignment
369,370_dark_mercy,You tell them about the nights you got it right only because something in the dark chose to let you.,1144.1,6.8,1150.9,forced-alignment
370,371_listening_scouts,Most of them hear the strength.,1150.9,2.79,1153.69,forced-alignment
371,372_wide_eyed_fear,Fear as a tool.,1153.69,2.53,1156.22,forced-alignment
372,373_slow_blade_draw,Slow as a weapon.,1156.22,1.71,1157.93,forced-alignment
373,374_scout_instinct,The body ahead of the mind.,1157.93,1.96,1159.89,forced-alignment
374,375_group_incomprehension,They do not take in the losses the same way.,1159.89,2.6,1162.49,forced-alignment
375,376_observing_the_unready,They are not ready for them yet.,1162.49,2.43,1164.92,forced-alignment
376,377_main_character_memory,You know this because you were not ready either,1164.92,2.95,1167.87,forced-alignment
377,378_flashback_fire,sitting at someone else’s fire at their age,1167.87,2.94,1170.81,forced-alignment
378,379_partial_understanding,being told the whole truth and only catching part of it.,1170.81,3.92,1174.73,forced-alignment
379,380_scarred_hands_experience,The knowledge that comes from actual experience cannot be handed over by talking.,1174.73,5.57,1180.3,forced-alignment
380,381_growth_lesson,It has to grow inside the living of it.,1180.3,2.51,1182.81,forced-alignment
381,382_honesty_transfer,All you can do is be honest and let them take what they are able to carry right now.,1182.81,8,1190.81,forced-alignment
382,383_sixty_four,You are sixty-four.,1190.81,2.96,1193.77,forced-alignment
383,384_night_scouts,The night runs belong to someone else now.,1193.77,2.54,1196.31,forced-alignment
384,385_lost_precision,Your legs still work but your eyes have lost the edge-of-darkness precision that forward scouting demands.,1196.31,6.15,1202.46,forced-alignment
385,386_quiet_knowing,You know this without needing anyone to tell you.,1202.46,3.05,1205.51,forced-alignment
386,387_handing_spear,Three winters ago you stepped back from active perimeter work and gave it fully to Fen’s people,1205.51,5.89,1211.4,forced-alignment
387,388_fen_teaching,who have by now become the ones teaching the people after them.,1211.4,3.57,1214.97,forced-alignment
388,389_unnamed_role,What you do now is harder to put a name to.,1214.97,3.6,1218.57,forced-alignment
389,390_center_fire,You sit at the center fire on long winter nights when the band is settled deep in the valley and the cold has pulled everything close.,1218.57,7.56,1226.13,forced-alignment
390,391_children_gathering,Children gather near you.,1226.13,2.3,1228.43,forced-alignment
391,392_young_hunters_fire,Young hunters too new for real posts sit at the outer edge of your fire ring and listen to what you say in the dark hours.,1228.43,7.08,1235.51,forced-alignment
392,393_intense_speaker,You are not telling stories to fill time.,1235.51,2.57,1238.08,forced-alignment
393,394_passing_knowledge,You are passing something.,1238.08,2.16,1240.24,forced-alignment
394,395_darets_hand,You describe what Daret’s hand felt like on your shoulder and what it meant.,1240.24,4.94,1245.18,forced-alignment
395,396_forest_yaro,You describe the three seconds in the forest with Yaro when something in the dark made a choice.,1245.18,5.88,1251.06,forced-alignment
396,397_failed_rescue,You describe the child you could not save and what you did in the weeks after,1251.06,4.82,1255.88,forced-alignment
397,398_carrying_on,and why you did not let that weight take the work from you.,1255.88,3.38,1259.26,forced-alignment
398,399_fens_realization,You describe the look on Fen’s face the first time slowing his feet made a difference he could feel in his whole body.,1259.26,6.95,1266.21,forced-alignment
399,400_endless_dark,You tell them the dark cannot be finished.,1266.21,3.41,1269.62,forced-alignment
400,401_nightfall_encroaching,It comes back every night,1269.62,1.84,1271.46,forced-alignment
401,402_cyclical_darkness,the same as it always has,1271.46,1.68,1273.14,forced-alignment
402,403_vigilant_embers,and it expects the same quality of attention on the thousandth night as it did on the first.,1273.14,6.32,1279.46,forced-alignment
403,404_the_fire_line,You tell them the fire is the line and they are the ones responsible for keeping it fed.,1279.46,5.69,1285.15,forced-alignment
404,405_ancient_hearth,You sit in the warmth of a hearth your family has tended across more seasons than you,1285.15,4.59,1289.74,forced-alignment
405,406_listening_darkness,can count and you listen to the night the way you have listened to it for fifty years.,1289.74,4.55,1294.29,forced-alignment
406,407_shadow_movement,You still catch the interruptions.,1294.29,2.13,1296.42,forced-alignment
407,408_shifting_air,You still feel when the air outside the camp shifts in a certain way.,1296.42,4.15,1300.57,forced-alignment
408,409_wise_gaze,The knowledge has not left you.,1300.57,3.11,1303.68,forced-alignment
409,410_internal_instinct,It lives in a different place now,1303.68,2.28,1305.96,forced-alignment
410,411_scout_transition,the place a thing moves to when it stops being something you do and becomes something you simply are.,1305.96,6.19,1312.15,forced-alignment
411,412_youngest_scout,Fen’s youngest scout,1312.15,2.12,1314.27,forced-alignment
412,413_fifteen_girl,a girl of fifteen,1314.27,1.43,1315.7,forced-alignment
413,414_past_firelight,sits just past your firelight on a clear cold night,1315.7,3.05,1318.75,forced-alignment
414,415_watching_treeline,watching the tree line.,1318.75,1.58,1320.33,forced-alignment
415,416_straight_posture,Back straight but not locked.,1320.33,2.78,1323.11,forced-alignment
416,417_balanced_weight,Weight even.,1323.11,1.59,1324.7,forced-alignment
417,418_eyes_sweep,Eyes moving in a slow sweep rather than fixed on one point.,1324.7,4.55,1329.25,forced-alignment
418,419_spear_hand,One hand loose on her spear shaft.,1329.25,2.65,1331.9,forced-alignment
419,420_silent_watch,You watch her for a long time without making a sound.,1331.9,3.67,1335.57,forced-alignment
420,421_hidden_observer_perspective,She does not know you are watching.,1335.57,2.2,1337.77,forced-alignment
421,422_focused_work_detail,She is entirely in her work.,1337.77,2.53,1340.3,forced-alignment
422,423_teaching_through_motion,She is doing the thing that cannot be scratched into bone or pressed into clay or passed through any medium other than one watching body alongside another watching body,1340.3,10.8,1351.1,forced-alignment
423,424_generations_of_repetition,repeated across more generations than anyone alive can count.,1351.1,4.14,1355.24,forced-alignment
424,425_passing_the_torch,She will teach the one after her.,1355.24,2.74,1357.98,forced-alignment
425,426_next_generation_teaching,That one will teach the next.,1357.98,2.49,1360.47,forced-alignment
426,427_knowledge_in_motion,The knowledge traveling the only way it has ever traveled,1360.47,3.72,1364.19,forced-alignment
427,428_through_the_living,through the living,1364.19,1,1365.19,forced-alignment
428,429_night_after_night,night after night,1365.19,1.3,1366.49,forced-alignment
429,430_edge_of_light_and_dark,along the line where firelight ends and the dark begins.,1366.49,4.27,1370.76,forced-alignment
430,431_child_huddling_mother,Somewhere right now a child is pressed against their mother’s side.,1370.76,4.33,1375.09,forced-alignment
431,432_cave_entrance_vigil,There is a sound from outside.,1375.09,2.21,1377.3,forced-alignment
432,433_child_eyes_firelight,The child has no word for what they feel.,1377.3,2.79,1380.09,forced-alignment
433,434_tight_chest_anxiety,The tightness in the chest.,1380.09,1.97,1382.06,forced-alignment
434,435_focused_attention_void,"The sudden, total attention.",1382.06,2.2,1384.26,forced-alignment
435,436_solemn_child_profile,"The understanding, arriving without explanation",1384.26,3.25,1387.51,forced-alignment
436,437_glowing_eyes_shadows,that the space past the firelight is not empty.,1387.51,3.19,1390.7,forced-alignment
437,438_child_standing_resolve,That child will learn.,1390.7,1.85,1392.55,forced-alignment
438,439_child_ear_listening,They will learn what the sounds mean.,1392.55,2.63,1395.18,forced-alignment
439,440_slow_silent_tread,They will learn to slow their feet.,1395.18,2.52,1397.7,forced-alignment
440,441_scout_cold_post,One day they will sit a cold post with their back to the fire and their face toward the dark.,1397.7,5.86,1403.56,forced-alignment
441,442_scout_torch_wind,They will carry a torch in both hands and guard it with their body against the wind.,1403.56,5.2,1408.76,forced-alignment
442,443_scout_cliff_edge,They will spend a whole life finding out what the night holds.,1408.76,3.81,1412.57,forced-alignment
443,444_scout_past_watch,They always have.,1412.57,1.67,1414.24,forced-alignment
444,445_scout_future_watch,They always will.,1414.24,1.66,1415.9,forced-alignment
445,446_dark_landscape,The dark does not change.,1415.9,1.22,1417.12,forced-alignment
446,447_scout_facing_dark,Only the ones who learn to face it.,1417.12,4.17,1421.29,forced-alignment
